dev,name_code,month,year,time,cont,ton
BERRY,berry,1,2017,2017-01-01,8.0,38.51
BORINQUEN,borinquen,1,2017,2017-01-01,12.0,95.49
BOSTON SECOR,bostonsecor,1,2017,2017-01-01,5.0,38.230000000000004
BREUKELEN,breukelen,1,2017,2017-01-01,23.0,138.96
BREVOORT,brevoort,1,2017,2017-01-01,12.0,83.68
BRONX DALE,bronxdale,1,2017,2017-01-01,18.0,129.58
BRONX RIVER,bronxriver,1,2017,2017-01-01,21.0,130.47
BROWNSVILLE,brownsville,1,2017,2017-01-01,16.0,118.12
BUSHWICK,bushwick,1,2017,2017-01-01,17.0,120.74999999999999
BUTLER,butler,1,2017,2017-01-01,21.0,137.19999999999987
CAMPOS,campos,1,2017,2017-01-01,7.0,44.81
CAREY GARDENS,careygardens,1,2017,2017-01-01,9.0,52.82999999999999
CARLETON MANOR,carletonmanor,1,2017,2017-01-01,2.0,17.16999999999999
CARVER,carver,1,2017,2017-01-01,15.0,102.24
CASSIDY-LAFAYETTE,cassidylafayette,1,2017,2017-01-01,5.0,17.81
CASTLE HILL,castlehill,1,2017,2017-01-01,30.0,192.8
CHELSEA,chelsea,1,2017,2017-01-01,10.0,85.13
CLAREMONT,claremont,1,2017,2017-01-01,9.0,62.39
CLINTON,clinton,1,2017,2017-01-01,14.0,82.56
CONLON LIHFE,conlonlihfe,1,2017,2017-01-01,2.0,9.379999999999999
COOPER,cooper,1,2017,2017-01-01,8.0,68.0
CYPRESS,cypress,1,2017,2017-01-01,15.0,112.53999999999999
DAVIDSON,davidson,1,2017,2017-01-01,9.0,72.43
DOUGLASS,douglass,1,2017,2017-01-01,17.0,121.46
DREW-HAMILTON,drewhamilton,1,2017,2017-01-01,16.0,93.58999999999999
DYCKMAN,dyckman,1,2017,2017-01-01,13.0,98.77
EASTCHESTER GARDENS,eastchestergardens,1,2017,2017-01-01,11.0,85.47999999999999
EAST RIVER,eastriver,1,2017,2017-01-01,12.0,66.25
EDENWALD,edenwald,1,2017,2017-01-01,24.0,186.9199999999999
FARRAGUT,farragut,1,2017,2017-01-01,18.0,117.48
FOREST,forest,1,2017,2017-01-01,12.0,93.14999999999999
FORT INDEPENDENCE,fortindependence,1,2017,2017-01-01,3.0,24.450000000000003
FULTON,fulton,1,2017,2017-01-01,14.0,87.1
GLENWOOD,glenwood,1,2017,2017-01-01,15.0,98.86999999999999
GOMPERS,gompers,1,2017,2017-01-01,8.0,54.06
GOWANUS,gowanus,1,2017,2017-01-01,14.0,93.22
GRANT,grant,1,2017,2017-01-01,28.0,175.32
GUN HILL,gunhill,1,2017,2017-01-01,9.0,64.53
HAMMEL,hammel,1,2017,2017-01-01,8.0,59.43
HARBORVIEW TERRACE,harborviewterrace,1,2017,2017-01-01,3.0,14.96
HARLEM RIVER,harlemriver,1,2017,2017-01-01,11.0,72.18
HOWARD,howard,1,2017,2017-01-01,10.0,79.10999999999999
INGERSOLL,ingersoll,1,2017,2017-01-01,19.0,166.43
ISAACS,isaacs,1,2017,2017-01-01,8.0,74.1
JACKSON,jackson,1,2017,2017-01-01,10.0,70.45
JEFFERSON,jefferson,1,2017,2017-01-01,22.0,146.5
JOHNSON,johnson,1,2017,2017-01-01,19.0,119.23
KING TOWERS,kingtowers,1,2017,2017-01-01,17.0,111.2
LAFAYETTE,lafayette,1,2017,2017-01-01,13.0,87.69
LA GUARDIA,laguardia,1,2017,2017-01-01,14.0,109.3
LANGSTON HUGHES APARTMENTS,langstonhughesapartments,1,2017,2017-01-01,9.0,57.709999999999994
LATIMER GARDENS,latimergardens,1,2017,2017-01-01,1.0,7.75
LEHMAN VILLAGE,lehmanvillage,1,2017,2017-01-01,9.0,57.6
LINCOLN,lincoln,1,2017,2017-01-01,18.0,118.92
LINDEN,linden,1,2017,2017-01-01,17.0,125.72
MANHATTANVILLE,manhattanville,1,2017,2017-01-01,15.0,114.28999999999999
MARBLE HILL,marblehill,1,2017,2017-01-01,21.0,133.68200000000002
MARCY,marcy,1,2017,2017-01-01,21.0,159.87
MARINER'S HARBOR,marinersharbor,1,2017,2017-01-01,13.0,58.83
MARLBORO,marlboro,1,2017,2017-01-01,20.0,170.1099999999997
MCKINLEY,mckinley,1,2017,2017-01-01,11.0,78.03999999999999
MELROSE,melrose,1,2017,2017-01-01,13.0,104.32999999999988
MILL BROOK,millbrook,1,2017,2017-01-01,16.0,124.08
MITCHEL,mitchel,1,2017,2017-01-01,21.0,147.5299999999999
MONROE,monroe,1,2017,2017-01-01,17.0,104.02
MONTEREY,monterey,1,2017,2017-01-01,3.0,22.95
MOORE,moore,1,2017,2017-01-01,6.0,39.47
MORRIS,morris,1,2017,2017-01-01,24.0,161.67
MORRISANIA AIR RIGHTS,morrisaniaairrights,1,2017,2017-01-01,11.0,85.1999999999999
MOTT HAVEN,motthaven,1,2017,2017-01-01,17.0,104.95
OCEAN BAY APARTMENTS,oceanbayapartments,1,2017,2017-01-01,18.0,123.21999999999989
PARKSIDE,parkside,1,2017,2017-01-01,11.0,74.57999999999998
PATTERSON,patterson,1,2017,2017-01-01,25.0,199.3799999999998
PELHAM PARKWAY,pelhamparkway,1,2017,2017-01-01,17.0,114.38
PENNSYLVANIA AVENUE-WORTMAN AVE,pennsylvaniaavenuewortmanave,1,2017,2017-01-01,4.0,28.84
PINK,pink,1,2017,2017-01-01,17.0,131.34
POLO GROUNDS TOWERS,pologroundstowers,1,2017,2017-01-01,22.0,148.28
POMONOK,pomonok,1,2017,2017-01-01,27.0,170.19
QUEENSBRIDGE,queensbridge,1,2017,2017-01-01,31.0,224.22
RANGEL,rangel,1,2017,2017-01-01,10.0,76.87
RAVENSWOOD,ravenswood,1,2017,2017-01-01,27.0,170.75
REDFERN,redfern,1,2017,2017-01-01,8.0,59.15
RED HOOK,redhook,1,2017,2017-01-01,32.0,208.67
RICHMOND TERRACE,richmondterrace,1,2017,2017-01-01,9.0,51.14
RIIS,riis,1,2017,2017-01-01,20.0,140.7
ROOSEVELT,roosevelt,1,2017,2017-01-01,14.0,113.49999999999999
RUTGERS,rutgers,1,2017,2017-01-01,8.0,51.37
SAINT MARY'S PARK,saintmaryspark,1,2017,2017-01-01,14.0,103.08999999999999
SAINT NICHOLAS,saintnicholas,1,2017,2017-01-01,20.0,125.58
SEDGWICK,sedgwick,1,2017,2017-01-01,8.0,54.33
SHEEPSHEAD BAY,sheepsheadbay,1,2017,2017-01-01,31.0,236.64
SMITH,smith,1,2017,2017-01-01,19.0,145.88
SOUNDVIEW,soundview,1,2017,2017-01-01,14.0,116.72999999999999
SOUTH BEACH,southbeach,1,2017,2017-01-01,8.0,35.82
SOUTH JAMAICA,southjamaica,1,2017,2017-01-01,19.0,123.45
STAPLETON,stapleton,1,2017,2017-01-01,13.0,74.28999999999999
STUYVESANT GARDENS,stuyvesantgardens,1,2017,2017-01-01,4.0,32.76
SUMNER,sumner,1,2017,2017-01-01,19.0,146.4199999999999
SURFSIDE GARDENS,surfsidegardens,1,2017,2017-01-01,10.0,72.42999999999999
TAFT,taft,1,2017,2017-01-01,16.0,99.91
TAYLOR,taylor,1,2017,2017-01-01,13.0,101.05999999999997
THROGGS NECK,throggsneck,1,2017,2017-01-01,23.0,150.6999999999999
TILDEN,tilden,1,2017,2017-01-01,13.0,94.94
TOMPKINS,tompkins,1,2017,2017-01-01,13.0,111.49999999999999
UPACA,upaca,1,2017,2017-01-01,6.0,46.04
VAN DYKE,vandyke,1,2017,2017-01-01,24.0,168.72
WAGNER,wagner,1,2017,2017-01-01,26.0,173.35
WALD,wald,1,2017,2017-01-01,21.0,126.75999999999999
WASHINGTON,washington,1,2017,2017-01-01,30.0,195.17
WEBSTER,webster,1,2017,2017-01-01,9.0,80.38
WEST BRIGHTON,westbrighton,1,2017,2017-01-01,9.0,58.03
WHITMAN,whitman,1,2017,2017-01-01,18.0,145.2899999999999
WILSON,wilson,1,2017,2017-01-01,14.0,98.27
WOODSIDE,woodside,1,2017,2017-01-01,14.0,113.8
WYCKOFF GARDENS,wyckoffgardens,1,2017,2017-01-01,9.0,65.28999999999999
ADAMS,adams,2,2017,2017-02-01,11.0,73.98
ALBANY,albany,2,2017,2017-02-01,11.0,82.02999999999999
AMSTERDAM,amsterdam,2,2017,2017-02-01,15.0,85.88
ASTORIA,astoria,2,2017,2017-02-01,17.0,112.37
ATLANTIC TERMINAL,atlanticterminal,2,2017,2017-02-01,3.0,17.46
BAILEY AVENUE-WEST 193RD STREET,baileyavenuewest193rdstreet,2,2017,2017-02-01,2.0,15.9
BAISLEY PARK,baisleypark,2,2017,2017-02-01,6.0,39.29
BARUCH,baruch,2,2017,2017-02-01,14.0,86.5
BAY VIEW,bayview,2,2017,2017-02-01,17.0,105.99000000000001
BEACH 41ST STREET-BEACH CHANNEL DRIVE,beach41ststreetbeachchanneldrive,2,2017,2017-02-01,8.0,54.35
BERRY,berry,2,2017,2017-02-01,8.0,35.69
BORINQUEN,borinquen,2,2017,2017-02-01,10.0,82.92
BOSTON SECOR,bostonsecor,2,2017,2017-02-01,5.0,29.49
BREUKELEN,breukelen,2,2017,2017-02-01,20.0,128.63
BREVOORT,brevoort,2,2017,2017-02-01,9.0,67.61999999999999
BRONX DALE,bronxdale,2,2017,2017-02-01,16.0,115.07999999999998
BRONX RIVER,bronxriver,2,2017,2017-02-01,13.0,89.67
BROWNSVILLE,brownsville,2,2017,2017-02-01,16.0,118.92
BUSHWICK,bushwick,2,2017,2017-02-01,17.0,104.88999999999999
BUTLER,butler,2,2017,2017-02-01,15.0,101.87
CAMPOS,campos,2,2017,2017-02-01,8.0,48.61999999999999
CAREY GARDENS,careygardens,2,2017,2017-02-01,7.0,40.83
CARLETON MANOR,carletonmanor,2,2017,2017-02-01,2.0,10.65
CARVER,carver,2,2017,2017-02-01,11.0,80.09
CASSIDY-LAFAYETTE,cassidylafayette,2,2017,2017-02-01,4.0,12.29
CASTLE HILL,castlehill,2,2017,2017-02-01,21.0,138.11
CHELSEA,chelsea,2,2017,2017-02-01,12.0,96.22999999999999
CLAREMONT,claremont,2,2017,2017-02-01,8.0,55.230000000000004
CLINTON,clinton,2,2017,2017-02-01,9.0,54.98999999999999
CONLON LIHFE,conlonlihfe,2,2017,2017-02-01,2.0,15.879999999999999
COOPER,cooper,2,2017,2017-02-01,8.0,57.739999999999995
CYPRESS,cypress,2,2017,2017-02-01,16.0,120.33
DAVIDSON,davidson,2,2017,2017-02-01,6.0,53.35999999999999
DOUGLASS,douglass,2,2017,2017-02-01,18.0,125.33
DREW-HAMILTON,drewhamilton,2,2017,2017-02-01,9.0,59.510000000000005
DYCKMAN,dyckman,2,2017,2017-02-01,10.0,71.63
EASTCHESTER GARDENS,eastchestergardens,2,2017,2017-02-01,7.0,45.95
EAST RIVER,eastriver,2,2017,2017-02-01,7.0,39.64
EDENWALD,edenwald,2,2017,2017-02-01,19.0,141.36
FARRAGUT,farragut,2,2017,2017-02-01,15.0,88.98
FOREST,forest,2,2017,2017-02-01,10.0,76.6
FORT INDEPENDENCE,fortindependence,2,2017,2017-02-01,3.0,23.21
FULTON,fulton,2,2017,2017-02-01,10.0,59.81
GLENWOOD,glenwood,2,2017,2017-02-01,13.0,83.51
GOMPERS,gompers,2,2017,2017-02-01,9.0,57.75
GOWANUS,gowanus,2,2017,2017-02-01,14.0,86.45999999999998
GRANT,grant,2,2017,2017-02-01,19.0,115.3
GUN HILL,gunhill,2,2017,2017-02-01,8.0,50.53999999999998
HAMMEL,hammel,2,2017,2017-02-01,8.0,56.52
HARBORVIEW TERRACE,harborviewterrace,2,2017,2017-02-01,4.0,25.83
HARLEM RIVER,harlemriver,2,2017,2017-02-01,6.0,50.36
HOWARD,howard,2,2017,2017-02-01,9.0,65.63
INGERSOLL,ingersoll,2,2017,2017-02-01,15.0,128.7399999999999
ISAACS,isaacs,2,2017,2017-02-01,6.0,54.90999999999999
JACKSON,jackson,2,2017,2017-02-01,9.0,62.64
JEFFERSON,jefferson,2,2017,2017-02-01,16.0,95.19
JOHNSON,johnson,2,2017,2017-02-01,11.0,76.33
KING TOWERS,kingtowers,2,2017,2017-02-01,10.0,59.93
LAFAYETTE,lafayette,2,2017,2017-02-01,11.0,69.52
LA GUARDIA,laguardia,2,2017,2017-02-01,12.0,93.55
LANGSTON HUGHES APARTMENTS,langstonhughesapartments,2,2017,2017-02-01,5.0,32.14
LATIMER GARDENS,latimergardens,2,2017,2017-02-01,4.0,30.77
LEHMAN VILLAGE,lehmanvillage,2,2017,2017-02-01,5.0,30.85
LINCOLN,lincoln,2,2017,2017-02-01,12.0,75.27
LINDEN,linden,2,2017,2017-02-01,17.0,134.1199999999999
MANHATTANVILLE,manhattanville,2,2017,2017-02-01,13.0,83.55999999999999
MARBLE HILL,marblehill,2,2017,2017-02-01,12.0,82.07
MARCY,marcy,2,2017,2017-02-01,20.0,147.26999999999998
MARINER'S HARBOR,marinersharbor,2,2017,2017-02-01,12.0,58.980000000000004
MARLBORO,marlboro,2,2017,2017-02-01,17.0,136.57
MCKINLEY,mckinley,2,2017,2017-02-01,9.0,62.33
MELROSE,melrose,2,2017,2017-02-01,11.0,90.27999999999977
MILL BROOK,millbrook,2,2017,2017-02-01,10.0,81.49
MITCHEL,mitchel,2,2017,2017-02-01,17.0,104.081
MONROE,monroe,2,2017,2017-02-01,13.0,80.56
MONTEREY,monterey,2,2017,2017-02-01,4.0,25.67
MOORE,moore,2,2017,2017-02-01,5.0,33.11
MORRIS,morris,2,2017,2017-02-01,23.0,149.59
MORRISANIA AIR RIGHTS,morrisaniaairrights,2,2017,2017-02-01,7.0,66.89999999999989
MOTT HAVEN,motthaven,2,2017,2017-02-01,10.0,71.91
OCEAN BAY APARTMENTS,oceanbayapartments,2,2017,2017-02-01,15.0,112.78
PARKSIDE,parkside,2,2017,2017-02-01,6.0,39.97
PATTERSON,patterson,2,2017,2017-02-01,13.0,110.24999999999989
PELHAM PARKWAY,pelhamparkway,2,2017,2017-02-01,12.0,70.21999999999998
PENNSYLVANIA AVENUE-WORTMAN AVE,pennsylvaniaavenuewortmanave,2,2017,2017-02-01,4.0,23.73999999999999
PINK,pink,2,2017,2017-02-01,17.0,121.60000000000001
POLO GROUNDS TOWERS,pologroundstowers,2,2017,2017-02-01,16.0,107.67
POMONOK,pomonok,2,2017,2017-02-01,25.0,143.98
QUEENSBRIDGE,queensbridge,2,2017,2017-02-01,30.0,216.13
RANGEL,rangel,2,2017,2017-02-01,8.0,58.11
RAVENSWOOD,ravenswood,2,2017,2017-02-01,24.0,147.15
REDFERN,redfern,2,2017,2017-02-01,7.0,48.870000000000005
RED HOOK,redhook,2,2017,2017-02-01,32.0,209.6499999999999
RICHMOND TERRACE,richmondterrace,2,2017,2017-02-01,8.0,41.230000000000004
RIIS,riis,2,2017,2017-02-01,19.0,114.89999999999999
ROOSEVELT,roosevelt,2,2017,2017-02-01,10.0,74.39
RUTGERS,rutgers,2,2017,2017-02-01,9.0,55.93
SAINT MARY'S PARK,saintmaryspark,2,2017,2017-02-01,9.0,62.45999999999998
SAINT NICHOLAS,saintnicholas,2,2017,2017-02-01,13.0,76.82
SEDGWICK,sedgwick,2,2017,2017-02-01,8.0,54.74999999999999
SEWARD,seward,2,2017,2017-02-01,3.0,22.75
SHEEPSHEAD BAY,sheepsheadbay,2,2017,2017-02-01,25.0,151.48
SMITH,smith,2,2017,2017-02-01,14.0,112.1599999999999
SOUNDVIEW,soundview,2,2017,2017-02-01,7.0,52.21
SOUTH BEACH,southbeach,2,2017,2017-02-01,8.0,32.71
SOUTH JAMAICA,southjamaica,2,2017,2017-02-01,11.0,70.9
STAPLETON,stapleton,2,2017,2017-02-01,13.0,60.82
STUYVESANT GARDENS,stuyvesantgardens,2,2017,2017-02-01,4.0,31.180000000000003
SUMNER,sumner,2,2017,2017-02-01,15.0,103.18
SURFSIDE GARDENS,surfsidegardens,2,2017,2017-02-01,8.0,51.38999999999999
TAFT,taft,2,2017,2017-02-01,12.0,76.7399999999999
TAYLOR,taylor,2,2017,2017-02-01,11.0,80.19
THROGGS NECK,throggsneck,2,2017,2017-02-01,21.0,132.1399999999999
TILDEN,tilden,2,2017,2017-02-01,12.0,82.14
TOMPKINS,tompkins,2,2017,2017-02-01,11.0,93.40999999999998
UPACA,upaca,2,2017,2017-02-01,3.0,24.62
VAN DYKE,vandyke,2,2017,2017-02-01,16.0,116.2799999999999
WAGNER,wagner,2,2017,2017-02-01,17.0,122.7
WALD,wald,2,2017,2017-02-01,15.0,92.59
WASHINGTON,washington,2,2017,2017-02-01,20.0,127.69
WEBSTER,webster,2,2017,2017-02-01,8.0,72.18
WEST BRIGHTON,westbrighton,2,2017,2017-02-01,8.0,49.3
WHITMAN,whitman,2,2017,2017-02-01,14.0,99.88
WILSON,wilson,2,2017,2017-02-01,10.0,68.94
WOODSIDE,woodside,2,2017,2017-02-01,13.0,92.09
WYCKOFF GARDENS,wyckoffgardens,2,2017,2017-02-01,8.0,56.519999999999996
ADAMS,adams,3,2017,2017-03-01,11.0,75.12
ALBANY,albany,3,2017,2017-03-01,12.0,96.88
AMSTERDAM,amsterdam,3,2017,2017-03-01,16.0,93.35
ASTORIA,astoria,3,2017,2017-03-01,21.0,140.85
ATLANTIC TERMINAL,atlanticterminal,3,2017,2017-03-01,4.0,23.36
AUDUBON,audubon,3,2017,2017-03-01,2.0,15.93
BAILEY AVENUE-WEST 193RD STREET,baileyavenuewest193rdstreet,3,2017,2017-03-01,3.0,22.88
BAISLEY PARK,baisleypark,3,2017,2017-03-01,5.0,32.78
BARUCH,baruch,3,2017,2017-03-01,13.0,84.45
BAY VIEW,bayview,3,2017,2017-03-01,20.0,149.09
BEACH 41ST STREET-BEACH CHANNEL DRIVE,beach41ststreetbeachchanneldrive,3,2017,2017-03-01,8.0,55.379999999999995
BERRY,berry,3,2017,2017-03-01,9.0,39.95
BORINQUEN,borinquen,3,2017,2017-03-01,12.0,96.46999999999998
BOSTON SECOR,bostonsecor,3,2017,2017-03-01,4.0,34.05
BREUKELEN,breukelen,3,2017,2017-03-01,24.0,162.06
BREVOORT,brevoort,3,2017,2017-03-01,10.0,78.91
BRONX DALE,bronxdale,3,2017,2017-03-01,17.0,113.26
BRONX RIVER,bronxriver,3,2017,2017-03-01,18.0,115.56
BROWNSVILLE,brownsville,3,2017,2017-03-01,21.0,143.32999999999996
BUSHWICK,bushwick,3,2017,2017-03-01,19.0,122.00999999999999
BUTLER,butler,3,2017,2017-03-01,17.0,120.39
CAMPOS,campos,3,2017,2017-03-01,9.0,43.05999999999998
CAREY GARDENS,careygardens,3,2017,2017-03-01,9.0,55.47
CARLETON MANOR,carletonmanor,3,2017,2017-03-01,1.0,8.27
CARVER,carver,3,2017,2017-03-01,15.0,101.37
CASSIDY-LAFAYETTE,cassidylafayette,3,2017,2017-03-01,4.0,18.27
CASTLE HILL,castlehill,3,2017,2017-03-01,23.0,149.55
CHELSEA,chelsea,3,2017,2017-03-01,12.0,97.48
CLAREMONT,claremont,3,2017,2017-03-01,6.0,41.63
CLINTON,clinton,3,2017,2017-03-01,12.0,75.11
CONLON LIHFE,conlonlihfe,3,2017,2017-03-01,2.0,14.86
COOPER,cooper,3,2017,2017-03-01,10.0,70.54
CYPRESS,cypress,3,2017,2017-03-01,17.0,121.7599999999999
DAVIDSON,davidson,3,2017,2017-03-01,5.0,43.51
DOUGLASS,douglass,3,2017,2017-03-01,20.0,124.05
DREW-HAMILTON,drewhamilton,3,2017,2017-03-01,17.0,92.74999999999999
DYCKMAN,dyckman,3,2017,2017-03-01,15.0,106.42999999999999
EASTCHESTER GARDENS,eastchestergardens,3,2017,2017-03-01,10.0,75.69999999999999
EAST RIVER,eastriver,3,2017,2017-03-01,13.0,74.88
EDENWALD,edenwald,3,2017,2017-03-01,18.0,134.28
FARRAGUT,farragut,3,2017,2017-03-01,19.0,102.71000000000001
FOREST,forest,3,2017,2017-03-01,14.0,99.28999999999999
FORT INDEPENDENCE,fortindependence,3,2017,2017-03-01,3.0,22.19
FULTON,fulton,3,2017,2017-03-01,10.0,69.22
GLENWOOD,glenwood,3,2017,2017-03-01,20.0,135.47
GOMPERS,gompers,3,2017,2017-03-01,9.0,54.01
GOWANUS,gowanus,3,2017,2017-03-01,14.0,94.25999999999999
GRANT,grant,3,2017,2017-03-01,30.0,181.51
GUN HILL,gunhill,3,2017,2017-03-01,11.0,78.1
HAMMEL,hammel,3,2017,2017-03-01,8.0,61.38
HARBORVIEW TERRACE,harborviewterrace,3,2017,2017-03-01,5.0,25.0
HARLEM RIVER,harlemriver,3,2017,2017-03-01,8.0,64.16
HOWARD,howard,3,2017,2017-03-01,8.0,59.4
INGERSOLL,ingersoll,3,2017,2017-03-01,18.0,154.70999999999998
ISAACS,isaacs,3,2017,2017-03-01,9.0,84.99999999999997
JACKSON,jackson,3,2017,2017-03-01,7.0,50.52
JEFFERSON,jefferson,3,2017,2017-03-01,21.0,143.7799999999999
JOHNSON,johnson,3,2017,2017-03-01,19.0,116.97999999999999
KING TOWERS,kingtowers,3,2017,2017-03-01,20.0,121.13
LAFAYETTE,lafayette,3,2017,2017-03-01,13.0,92.75
LA GUARDIA,laguardia,3,2017,2017-03-01,13.0,101.14999999999999
LANGSTON HUGHES APARTMENTS,langstonhughesapartments,3,2017,2017-03-01,9.0,60.03999999999999
LATIMER GARDENS,latimergardens,3,2017,2017-03-01,6.0,51.769999999999996
LEHMAN VILLAGE,lehmanvillage,3,2017,2017-03-01,10.0,66.2
LINCOLN,lincoln,3,2017,2017-03-01,17.0,105.95
LINDEN,linden,3,2017,2017-03-01,19.0,141.29999999999998
MANHATTANVILLE,manhattanville,3,2017,2017-03-01,16.0,125.02999999999999
MARBLE HILL,marblehill,3,2017,2017-03-01,16.0,115.02
MARCY,marcy,3,2017,2017-03-01,22.0,155.70999999999998
MARINER'S HARBOR,marinersharbor,3,2017,2017-03-01,13.0,59.01
MARLBORO,marlboro,3,2017,2017-03-01,20.0,164.02
MCKINLEY,mckinley,3,2017,2017-03-01,8.0,58.099999999999994
MELROSE,melrose,3,2017,2017-03-01,11.0,86.59999999999988
MILL BROOK,millbrook,3,2017,2017-03-01,11.0,87.31
MITCHEL,mitchel,3,2017,2017-03-01,16.0,97.22999999999999
MONROE,monroe,3,2017,2017-03-01,11.0,74.32
MONTEREY,monterey,3,2017,2017-03-01,2.0,11.879999999999999
MOORE,moore,3,2017,2017-03-01,5.0,31.66
MORRIS,morris,3,2017,2017-03-01,23.0,144.56
MORRISANIA AIR RIGHTS,morrisaniaairrights,3,2017,2017-03-01,8.0,71.50999999999999
MOTT HAVEN,motthaven,3,2017,2017-03-01,14.0,87.74999999999999
OCEAN BAY APARTMENTS,oceanbayapartments,3,2017,2017-03-01,18.0,127.65
PARKSIDE,parkside,3,2017,2017-03-01,4.0,24.57
PATTERSON,patterson,3,2017,2017-03-01,19.0,144.88999999999982
PELHAM PARKWAY,pelhamparkway,3,2017,2017-03-01,15.0,94.23
PENNSYLVANIA AVENUE-WORTMAN AVE,pennsylvaniaavenuewortmanave,3,2017,2017-03-01,5.0,36.61
PINK,pink,3,2017,2017-03-01,21.0,160.8099999999999
POLO GROUNDS TOWERS,pologroundstowers,3,2017,2017-03-01,20.0,134.7
POMONOK,pomonok,3,2017,2017-03-01,30.0,169.94
QUEENSBRIDGE,queensbridge,3,2017,2017-03-01,30.0,226.68
RANGEL,rangel,3,2017,2017-03-01,11.0,79.03
RAVENSWOOD,ravenswood,3,2017,2017-03-01,26.0,159.67000000000002
REDFERN,redfern,3,2017,2017-03-01,8.0,60.74
RED HOOK,redhook,3,2017,2017-03-01,36.0,251.01999999999998
RICHMOND TERRACE,richmondterrace,3,2017,2017-03-01,9.0,44.0
RIIS,riis,3,2017,2017-03-01,18.0,104.06
ROOSEVELT,roosevelt,3,2017,2017-03-01,13.0,93.35
RUTGERS,rutgers,3,2017,2017-03-01,8.0,48.78
SAINT MARY'S PARK,saintmaryspark,3,2017,2017-03-01,11.0,82.29
SAINT NICHOLAS,saintnicholas,3,2017,2017-03-01,24.0,138.02
SEDGWICK,sedgwick,3,2017,2017-03-01,8.0,49.61999999999998
SEWARD,seward,3,2017,2017-03-01,2.0,18.39
SHEEPSHEAD BAY,sheepsheadbay,3,2017,2017-03-01,31.0,227.03
SMITH,smith,3,2017,2017-03-01,19.0,155.79999999999998
SOUNDVIEW,soundview,3,2017,2017-03-01,8.0,60.81
SOUTH BEACH,southbeach,3,2017,2017-03-01,9.0,41.51
SOUTH JAMAICA,southjamaica,3,2017,2017-03-01,15.0,96.51
STAPLETON,stapleton,3,2017,2017-03-01,14.0,65.71000000000001
STUYVESANT GARDENS,stuyvesantgardens,3,2017,2017-03-01,5.0,42.62
SUMNER,sumner,3,2017,2017-03-01,18.0,133.5599999999999
SURFSIDE GARDENS,surfsidegardens,3,2017,2017-03-01,12.0,66.88999999999999
TAFT,taft,3,2017,2017-03-01,19.0,128.04
TAYLOR,taylor,3,2017,2017-03-01,13.0,86.62
THROGGS NECK,throggsneck,3,2017,2017-03-01,19.0,118.93
TILDEN,tilden,3,2017,2017-03-01,10.0,71.00999999999999
TOMPKINS,tompkins,3,2017,2017-03-01,16.0,131.7399999999999
UPACA,upaca,3,2017,2017-03-01,5.0,44.11
VAN DYKE,vandyke,3,2017,2017-03-01,22.0,137.38
WAGNER,wagner,3,2017,2017-03-01,33.0,209.64
WALD,wald,3,2017,2017-03-01,21.0,96.58
WASHINGTON,washington,3,2017,2017-03-01,30.0,192.2299999999999
WEBSTER,webster,3,2017,2017-03-01,9.0,72.78999999999998
WEST BRIGHTON,westbrighton,3,2017,2017-03-01,9.0,55.57
WHITMAN,whitman,3,2017,2017-03-01,19.0,152.9599999999999
WILSON,wilson,3,2017,2017-03-01,14.0,87.49
WOODSIDE,woodside,3,2017,2017-03-01,15.0,106.23
WYCKOFF GARDENS,wyckoffgardens,3,2017,2017-03-01,8.0,60.19
ADAMS,adams,4,2017,2017-04-01,10.0,73.17999999999999
ALBANY,albany,4,2017,2017-04-01,12.0,100.25
AMSTERDAM,amsterdam,4,2017,2017-04-01,14.0,83.82
ASTORIA,astoria,4,2017,2017-04-01,18.0,122.51
ATLANTIC TERMINAL,atlanticterminal,4,2017,2017-04-01,3.0,23.509999999999998
AUDUBON,audubon,4,2017,2017-04-01,4.0,23.65
BAILEY AVENUE-WEST 193RD STREET,baileyavenuewest193rdstreet,4,2017,2017-04-01,2.0,15.05
BAISLEY PARK,baisleypark,4,2017,2017-04-01,5.0,34.15
BARUCH,baruch,4,2017,2017-04-01,12.0,70.22
BAY VIEW,bayview,4,2017,2017-04-01,16.0,123.4699999999999
BEACH 41ST STREET-BEACH CHANNEL DRIVE,beach41ststreetbeachchanneldrive,4,2017,2017-04-01,7.0,49.160000000000004
BERRY,berry,4,2017,2017-04-01,6.0,30.87
BORINQUEN,borinquen,4,2017,2017-04-01,12.0,87.66999999999999
BOSTON SECOR,bostonsecor,4,2017,2017-04-01,4.0,27.73
BREUKELEN,breukelen,4,2017,2017-04-01,21.0,137.37
BREVOORT,brevoort,4,2017,2017-04-01,9.0,75.72999999999998
BRONX DALE,bronxdale,4,2017,2017-04-01,14.0,103.08
BRONX RIVER,bronxriver,4,2017,2017-04-01,12.0,89.6
BROWNSVILLE,brownsville,4,2017,2017-04-01,16.0,109.38
BUSHWICK,bushwick,4,2017,2017-04-01,18.0,129.25999999999996
BUTLER,butler,4,2017,2017-04-01,10.0,73.9399999999999
CAMPOS,campos,4,2017,2017-04-01,8.0,35.83999999999999
CAREY GARDENS,careygardens,4,2017,2017-04-01,9.0,61.349999999999994
CARLETON MANOR,carletonmanor,4,2017,2017-04-01,3.0,18.42
CARVER,carver,4,2017,2017-04-01,12.0,85.95
